context,prompt_bn,response_bn,label
বাঁকুড়া জেলা বাংলাদেশের পশ্চিমাঞ্চলে অবস্থিত। এর মোট আয়তন ৪৩৯৩ বর্গকিলোমিটার এবং জনসংখ্যা প্রায় ২৬০০০০০। জেলাটি ১৮৩০ সালে প্রশাসনিকভাবে প্রতিষ্ঠিত হয়। এই জেলার সর্বোচ্চ পাহাড়ের উচ্চতা ৮৬৪ মিটার।,বাঁকুড়া জেলা-এর সর্বোচ্চ পাহাড়ের উচ্চতা কত?,৬৮৫ মিটার,0
পুঠি সফটওয়্যার ২০০১ সালে বাজারে আসে। এটি প্রথম তৈরি করেন নুরুল হাসান। সফটওয়্যারটি ভিজুয়াল বেসিক প্রোগ্রামিং ভাষায় লেখা হয়েছিল।,পুঠি সফটওয়্যার কে তৈরি করেন?,নুরুল হাসান,1
[NULL],"১৭০, ১৭৭ ও ৩৭ সংখ্যা তিনটির গড় কত?",১২১,0
[NULL],দুই অঙ্কবিশিষ্ট একটি সংখ্যার এককের অঙ্ক দশকের অঙ্ক অপেক্ষা ২ বেশি। সংখ্যাটি এর অঙ্কদ্বয়ের সমষ্টির ৩ গুণ অপেক্ষা ২৬ বেশি। সংখ্যাটি কত?,৫৯,0
[NULL],আলোর গতিবেগ প্রায় কত?,সেকেন্ডে ৩ হাজার কিলোমিটার,0
[NULL],৫০০ টাকার ২৫% কত টাকা?,১২৫ টাকা,1
"নুরুল মজুমদার (১৮৭০ সালে নদীয়া অঞ্চলে জন্মগ্রহণ করেন) একজন প্রখ্যাত চিত্রশিল্পী ছিলেন। তাঁর অন্যতম সৃষ্টি ""মেঘবালিকা""। ১৯২০ সালে তাঁকে জাতীয় চলচ্চিত্র পুরস্কারে ভূষিত করা হয়। ১৯৪০ সালে তিনি মৃত্যুবরণ করেন।",নুরুল মজুমদার কত সালে জাতীয় চলচ্চিত্র পুরস্কার লাভ করেন?,১৯২৫,0
"বিভূতি রায় (১৯৫০ সালে পাবনা অঞ্চলে জন্মগ্রহণ করেন) একজন প্রখ্যাত চিত্রশিল্পী ছিলেন। তাঁর অন্যতম সৃষ্টি ""দিগন্তের ডাক""। ২০০২ সালে তাঁকে বাংলা একাডেমি পুরস্কারে ভূষিত করা হয়। ২০১৮ সালে তিনি মৃত্যুবরণ করেন।",বিভূতি রায় কোথায় জন্মগ্রহণ করেন?,পাবনা,1
ল্যাবেঙ্গল সফটওয়্যার ২০১৪ সালে বাজারে আসে। এটি প্রথম তৈরি করেন জসীম আহমেদ। সফটওয়্যারটি পাইথন প্রোগ্রামিং ভাষায় লেখা হয়েছিল।,ল্যাবেঙ্গল সফটওয়্যার কত সালে বাজারে আসে?,২০১৪,1
[NULL],দুই অঙ্কবিশিষ্ট একটি সংখ্যার এককের অঙ্ক দশকের অঙ্ক অপেক্ষা ১ বেশি। সংখ্যাটি এর অঙ্কদ্বয়ের সমষ্টির ৩ গুণ অপেক্ষা ২৮ বেশি। সংখ্যাটি কত?,৬৮,0
ধলেশ্বরী নদী বাংলাদেশের একটি গুরুত্বপূর্ণ নদী। এর দৈর্ঘ্য প্রায় ২০৬ কিলোমিটার। নদীটি ঢাকা অঞ্চল থেকে উৎপন্ন হয়ে বগুড়া অঞ্চলে প্রবাহিত হয়েছে।,ধলেশ্বরী নদী কোন অঞ্চল থেকে উৎপন্ন হয়েছে?,ঢাকা,1
[NULL],২৬৬৫ ও ৩১৫৫ এর যোগফল কত?,৫৮৪৫,0
[NULL],একটি দোকানে ২৭১টি চেয়ার ছিল। ১৩০টি বিক্রি হয়ে গেলে কতটি চেয়ার অবশিষ্ট থাকে?,১৪১,1
বরিশাল জেলা বাংলাদেশের দক্ষিণবঙ্গে অবস্থিত। এর মোট আয়তন ৫৮৪০ বর্গকিলোমিটার এবং জনসংখ্যা প্রায় ২২০০০০০। জেলাটি ১৯১৫ সালে প্রশাসনিকভাবে প্রতিষ্ঠিত হয়। এই জেলার সর্বোচ্চ পাহাড়ের উচ্চতা ৭২২ মিটার।,বরিশাল জেলা-এর সর্বোচ্চ পাহাড়ের উচ্চতা কত?,৭২২ মিটার,1
[NULL],একটি দোকানে ২১৫টি কলম ছিল। ১২৩টি বিক্রি হয়ে গেলে কতটি কলম অবশিষ্ট থাকে?,৯২,1
[NULL],৪৫৯ ও ২২৩৯ এর যোগফল কত?,২৬৭১,0
[NULL],একটি দোকানে ৮৫৬টি খাতা ছিল। ২৮৬টি বিক্রি হয়ে গেলে কতটি খাতা অবশিষ্ট থাকে?,৫৬৭,0
[NULL],বাংলাদেশের বিজয় দিবস কোন তারিখে পালিত হয়?,২১ ফেব্রুয়ারি,0
তিস্তা নদী বাংলাদেশের একটি গুরুত্বপূর্ণ নদী। এর দৈর্ঘ্য প্রায় ১৬৭ কিলোমিটার। নদীটি ফরিদপুর অঞ্চল থেকে উৎপন্ন হয়ে পাবনা অঞ্চলে প্রবাহিত হয়েছে।,তিস্তা নদী কোন অঞ্চল থেকে উৎপন্ন হয়েছে?,ফরিদপুর,1
[NULL],১০০০ টাকার ৪০% কত টাকা?,৪০০ টাকা,1
ল্যাবেঙ্গল সফটওয়্যার ২০০২ সালে বাজারে আসে। এটি প্রথম তৈরি করেন অতুল সরকার। সফটওয়্যারটি ডেলফি প্রোগ্রামিং ভাষায় লেখা হয়েছিল।,ল্যাবেঙ্গল সফটওয়্যার কোন প্রোগ্রামিং ভাষায় লেখা হয়েছিল?,ভিজুয়াল বেসিক,0
[NULL],৪ ও ৫১ এর গুণফল কত?,২০৪,1
বর্ধমান জেলা বাংলাদেশের দক্ষিণবঙ্গে অবস্থিত। এর মোট আয়তন ৫৫৩৭ বর্গকিলোমিটার এবং জনসংখ্যা প্রায় ৪৪০০০০০। জেলাটি ১৭৯৪ সালে প্রশাসনিকভাবে প্রতিষ্ঠিত হয়। এই জেলার সর্বোচ্চ পাহাড়ের উচ্চতা ৩৪০ মিটার।,বর্ধমান জেলা কত সালে প্রতিষ্ঠিত হয়?,১৭৯৪,1
[NULL],দুই অঙ্কবিশিষ্ট একটি সংখ্যার এককের অঙ্ক দশকের অঙ্ক অপেক্ষা ২ বেশি। সংখ্যাটি এর অঙ্কদ্বয়ের সমষ্টির ২ গুণ অপেক্ষা ৩৩ বেশি। সংখ্যাটি কত?,৫৪,0
[NULL],একটি দোকানে ১২৯টি আম ছিল। ৮৪টি বিক্রি হয়ে গেলে কতটি আম অবশিষ্ট থাকে?,৪৫,1
[NULL],৪০০ টাকার ১২% কত টাকা?,৪৮ টাকা,1
বুড়িগঙ্গা নদী বাংলাদেশের একটি গুরুত্বপূর্ণ নদী। এর দৈর্ঘ্য প্রায় ৫৮১ কিলোমিটার। নদীটি যশোর অঞ্চল থেকে উৎপন্ন হয়ে হুগলি অঞ্চলে প্রবাহিত হয়েছে।,বুড়িগঙ্গা নদী কোন অঞ্চল থেকে উৎপন্ন হয়েছে?,যশোর,1
"মেহেদী কবির (১৯৪১ সালে বাঁকুড়া অঞ্চলে জন্মগ্রহণ করেন) একজন প্রখ্যাত অর্থনীতিবিদ ছিলেন। তাঁর অন্যতম সৃষ্টি ""সন্ধ্যাতারা""। ১৯৮২ সালে তাঁকে রবীন্দ্র পুরস্কারে ভূষিত করা হয়। ১৯৮৭ সালে তিনি মৃত্যুবরণ করেন।",মেহেদী কবির কত সালে মৃত্যুবরণ করেন?,সন্ধ্যাতারা,0
দিনাজপুর জেলা বাংলাদেশের দক্ষিণবঙ্গে অবস্থিত। এর মোট আয়তন ৭১৩৪ বর্গকিলোমিটার এবং জনসংখ্যা প্রায় ১৪০০০০০। জেলাটি ১৯০৬ সালে প্রশাসনিকভাবে প্রতিষ্ঠিত হয়। এই জেলার সর্বোচ্চ পাহাড়ের উচ্চতা ৮৬৫ মিটার।,দিনাজপুর জেলা-এর সর্বোচ্চ পাহাড়ের উচ্চতা কত?,৬০৫ মিটার,0
শব্দকল্প সফটওয়্যার ১৯৯৯ সালে বাজারে আসে। এটি প্রথম তৈরি করেন আনিসুল চৌধুরী। সফটওয়্যারটি ডেলফি প্রোগ্রামিং ভাষায় লেখা হয়েছিল।,শব্দকল্প সফটওয়্যার কত সালে বাজারে আসে?,আনিসুল চৌধুরী,0
অভ্র সফটওয়্যার ১৯৯৮ সালে বাজারে আসে। এটি প্রথম তৈরি করেন প্রমথ চৌধুরী। সফটওয়্যারটি সি++ প্রোগ্রামিং ভাষায় লেখা হয়েছিল।,অভ্র সফটওয়্যার কত সালে বাজারে আসে?,১৯৯৮,1
মধুমতি নদী বাংলাদেশের একটি গুরুত্বপূর্ণ নদী। এর দৈর্ঘ্য প্রায় ৪৫৯ কিলোমিটার। নদীটি ফরিদপুর অঞ্চল থেকে উৎপন্ন হয়ে সিলেট অঞ্চলে প্রবাহিত হয়েছে।,মধুমতি নদী কোন অঞ্চল থেকে উৎপন্ন হয়েছে?,ফরিদপুর,1
[NULL],২৭০০ ও ৩৯৭২ এর যোগফল কত?,৬৭০২,0
অভ্র সফটওয়্যার ২০১২ সালে বাজারে আসে। এটি প্রথম তৈরি করেন জসীম খান। সফটওয়্যারটি ডেলফি প্রোগ্রামিং ভাষায় লেখা হয়েছিল।,অভ্র সফটওয়্যার কোন প্রোগ্রামিং ভাষায় লেখা হয়েছিল?,ডেলফি,1
যমুনা নদী বাংলাদেশের একটি গুরুত্বপূর্ণ নদী। এর দৈর্ঘ্য প্রায় ৭০০ কিলোমিটার। নদীটি ফরিদপুর অঞ্চল থেকে উৎপন্ন হয়ে রংপুর অঞ্চলে প্রবাহিত হয়েছে।,যমুনা নদী-এর দৈর্ঘ্য কত?,৭০০ কিলোমিটার,1
শব্দকল্প সফটওয়্যার ২০০১ সালে বাজারে আসে। এটি প্রথম তৈরি করেন নীহার ঘোষ। সফটওয়্যারটি জাভা প্রোগ্রামিং ভাষায় লেখা হয়েছিল।,শব্দকল্প সফটওয়্যার কত সালে বাজারে আসে?,২০০১,1
গড়াই নদী বাংলাদেশের একটি গুরুত্বপূর্ণ নদী। এর দৈর্ঘ্য প্রায় ৪৩৭ কিলোমিটার। নদীটি চট্টগ্রাম অঞ্চল থেকে উৎপন্ন হয়ে কুমিল্লা অঞ্চলে প্রবাহিত হয়েছে।,গড়াই নদী কোন অঞ্চল থেকে উৎপন্ন হয়েছে?,চট্টগ্রাম,1
পুঠি সফটওয়্যার ১৯৯৮ সালে বাজারে আসে। এটি প্রথম তৈরি করেন নীহার মজুমদার। সফটওয়্যারটি পাইথন প্রোগ্রামিং ভাষায় লেখা হয়েছিল।,পুঠি সফটওয়্যার কত সালে বাজারে আসে?,১৯৯৮,1
সিলেট জেলা বাংলাদেশের পশ্চিমাঞ্চলে অবস্থিত। এর মোট আয়তন ২০৫৫ বর্গকিলোমিটার এবং জনসংখ্যা প্রায় ৪২০০০০০। জেলাটি ১৯৬০ সালে প্রশাসনিকভাবে প্রতিষ্ঠিত হয়। এই জেলার সর্বোচ্চ পাহাড়ের উচ্চতা ৬৬০ মিটার।,সিলেট জেলা-এর সর্বোচ্চ পাহাড়ের উচ্চতা কত?,৬৬০ মিটার,1
দিনাজপুর জেলা বাংলাদেশের মধ্যাঞ্চলে অবস্থিত। এর মোট আয়তন ৫৮০৬ বর্গকিলোমিটার এবং জনসংখ্যা প্রায় ২৭০০০০০। জেলাটি ১৮২৫ সালে প্রশাসনিকভাবে প্রতিষ্ঠিত হয়। এই জেলার সর্বোচ্চ পাহাড়ের উচ্চতা ১৪৫ মিটার।,দিনাজপুর জেলা-এর আয়তন কত?,৫৪৭০ বর্গকিলোমিটার,0
অভ্র সফটওয়্যার ২০১৫ সালে বাজারে আসে। এটি প্রথম তৈরি করেন বিভূতি হক। সফটওয়্যারটি জাভা প্রোগ্রামিং ভাষায় লেখা হয়েছিল।,অভ্র সফটওয়্যার কত সালে বাজারে আসে?,২০১৫,1
[NULL],একটি দোকানে ৯২৮টি গাছ ছিল। ৭৩২টি বিক্রি হয়ে গেলে কতটি গাছ অবশিষ্ট থাকে?,১৯৬,1
"তারেক হাসান (১৯৩৫ সালে ময়মনসিংহ অঞ্চলে জন্মগ্রহণ করেন) একজন প্রখ্যাত অর্থনীতিবিদ ছিলেন। তাঁর অন্যতম সৃষ্টি ""দিগন্তের ডাক""। ১৯৮০ সালে তাঁকে বাংলা একাডেমি পুরস্কারে ভূষিত করা হয়। ১৯৯৩ সালে তিনি মৃত্যুবরণ করেন।",তারেক হাসান কোথায় জন্মগ্রহণ করেন?,ময়মনসিংহ,1
বিজয় সফটওয়্যার ২০১০ সালে বাজারে আসে। এটি প্রথম তৈরি করেন শামসুর তালুকদার। সফটওয়্যারটি ভিজুয়াল বেসিক প্রোগ্রামিং ভাষায় লেখা হয়েছিল।,বিজয় সফটওয়্যার কোন প্রোগ্রামিং ভাষায় লেখা হয়েছিল?,পাইথন,0
শব্দকল্প সফটওয়্যার ২০০৭ সালে বাজারে আসে। এটি প্রথম তৈরি করেন নুরুল ইসলাম। সফটওয়্যারটি সি শার্প প্রোগ্রামিং ভাষায় লেখা হয়েছিল।,শব্দকল্প সফটওয়্যার কোন প্রোগ্রামিং ভাষায় লেখা হয়েছিল?,সি শার্প,1
[NULL],২২ ও ২৩ এর গুণফল কত?,৪৬৩,0
বরিশাল জেলা বাংলাদেশের পূর্বাঞ্চলে অবস্থিত। এর মোট আয়তন ৩৪৮৬ বর্গকিলোমিটার এবং জনসংখ্যা প্রায় ৫০০০০০০। জেলাটি ১৮৭৩ সালে প্রশাসনিকভাবে প্রতিষ্ঠিত হয়। এই জেলার সর্বোচ্চ পাহাড়ের উচ্চতা ৭৩৯ মিটার।,বরিশাল জেলা-এর আয়তন কত?,৩৪৮৬ বর্গকিলোমিটার,1
ঢাকা জেলা বাংলাদেশের দক্ষিণবঙ্গে অবস্থিত। এর মোট আয়তন ২৬০৭ বর্গকিলোমিটার এবং জনসংখ্যা প্রায় ৫১০০০০০। জেলাটি ১৮৫৮ সালে প্রশাসনিকভাবে প্রতিষ্ঠিত হয়। এই জেলার সর্বোচ্চ পাহাড়ের উচ্চতা ৪৫০ মিটার।,ঢাকা জেলা কোন অঞ্চলে অবস্থিত?,দক্ষিণবঙ্গ,1
শীতলক্ষ্যা নদী বাংলাদেশের একটি গুরুত্বপূর্ণ নদী। এর দৈর্ঘ্য প্রায় ২৭০ কিলোমিটার। নদীটি ফরিদপুর অঞ্চল থেকে উৎপন্ন হয়ে ঢাকা অঞ্চলে প্রবাহিত হয়েছে।,শীতলক্ষ্যা নদী কোন অঞ্চল থেকে উৎপন্ন হয়েছে?,ফরিদপুর,1
[NULL],"ইংরেজি ""turbulent"" শব্দের বাংলা অর্থ কী?",উত্তাল,1
[NULL],১০০০ টাকার ৫% কত টাকা?,৫৯ টাকা,0
অভ্র সফটওয়্যার ২০০২ সালে বাজারে আসে। এটি প্রথম তৈরি করেন শামসুর খান। সফটওয়্যারটি ডেলফি প্রোগ্রামিং ভাষায় লেখা হয়েছিল।,অভ্র সফটওয়্যার কত সালে বাজারে আসে?,২০০২,1
[NULL],"১২৯, ২৭৯ ও ৮১ সংখ্যা তিনটির গড় কত?",১৫৯,0
গড়াই নদী বাংলাদেশের একটি গুরুত্বপূর্ণ নদী। এর দৈর্ঘ্য প্রায় ৯৩ কিলোমিটার। নদীটি বাঁকুড়া অঞ্চল থেকে উৎপন্ন হয়ে দিনাজপুর অঞ্চলে প্রবাহিত হয়েছে।,গড়াই নদী কোন অঞ্চল থেকে উৎপন্ন হয়েছে?,বাঁকুড়া,1
"মেহেদী মুখোপাধ্যায় (১৯৮৫ সালে খুলনা অঞ্চলে জন্মগ্রহণ করেন) একজন প্রখ্যাত রাজনীতিবিদ ছিলেন। তাঁর অন্যতম সৃষ্টি ""রক্তকরবীর মাঠ""। ২০১৬ সালে তাঁকে রবীন্দ্র পুরস্কারে ভূষিত করা হয়। ২০১৯ সালে তিনি মৃত্যুবরণ করেন।",মেহেদী মুখোপাধ্যায় কত সালে মৃত্যুবরণ করেন?,১৯৯৯,0
ল্যাবেঙ্গল সফটওয়্যার ২০১২ সালে বাজারে আসে। এটি প্রথম তৈরি করেন জাহানারা মজুমদার। সফটওয়্যারটি সি শার্প প্রোগ্রামিং ভাষায় লেখা হয়েছিল।,ল্যাবেঙ্গল সফটওয়্যার কত সালে বাজারে আসে?,২০১২,1
কর্ণফুলী নদী বাংলাদেশের একটি গুরুত্বপূর্ণ নদী। এর দৈর্ঘ্য প্রায় ৯৭ কিলোমিটার। নদীটি ময়মনসিংহ অঞ্চল থেকে উৎপন্ন হয়ে ফরিদপুর অঞ্চলে প্রবাহিত হয়েছে।,কর্ণফুলী নদী-এর দৈর্ঘ্য কত?,৯৭ কিলোমিটার,1
শব্দকল্প সফটওয়্যার ২০১০ সালে বাজারে আসে। এটি প্রথম তৈরি করেন তারেক সরকার। সফটওয়্যারটি সি++ প্রোগ্রামিং ভাষায় লেখা হয়েছিল।,শব্দকল্প সফটওয়্যার কে তৈরি করেন?,তারেক সরকার,1
সুরমা নদী বাংলাদেশের একটি গুরুত্বপূর্ণ নদী। এর দৈর্ঘ্য প্রায় ৪৫৬ কিলোমিটার। নদীটি রাজশাহী অঞ্চল থেকে উৎপন্ন হয়ে ময়মনসিংহ অঞ্চলে প্রবাহিত হয়েছে।,সুরমা নদী-এর দৈর্ঘ্য কত?,৬৩৫ কিলোমিটার,0
[NULL],৩৪৭৬ ও ১২৩৪ এর যোগফল কত?,৪৭০৯,0
[NULL],"""গীতাঞ্জলি"" কাব্যগ্রন্থের রচয়িতা কে?",রবীন্দ্রনাথ ঠাকুর,1
[NULL],"৭১, ১৯৪ ও ৯২ সংখ্যা তিনটির গড় কত?",১১৯,1
ল্যাবেঙ্গল সফটওয়্যার ২০০৩ সালে বাজারে আসে। এটি প্রথম তৈরি করেন মাহবুব বসু। সফটওয়্যারটি সি++ প্রোগ্রামিং ভাষায় লেখা হয়েছিল।,ল্যাবেঙ্গল সফটওয়্যার কত সালে বাজারে আসে?,২০০৩,1
ল্যাবেঙ্গল সফটওয়্যার ২০০১ সালে বাজারে আসে। এটি প্রথম তৈরি করেন দিলীপ তালুকদার। সফটওয়্যারটি ভিজুয়াল বেসিক প্রোগ্রামিং ভাষায় লেখা হয়েছিল।,ল্যাবেঙ্গল সফটওয়্যার কত সালে বাজারে আসে?,২০০১,1
[NULL],"১৭৭, ১২২ ও ৭৯ সংখ্যা তিনটির গড় কত?",১২৬,1
[NULL],দুই অঙ্কবিশিষ্ট একটি সংখ্যার এককের অঙ্ক দশকের অঙ্ক অপেক্ষা ১ বেশি। সংখ্যাটি এর অঙ্কদ্বয়ের সমষ্টির ৩ গুণ অপেক্ষা ১৩ বেশি। সংখ্যাটি কত?,২৯,0
করতোয়া নদী বাংলাদেশের একটি গুরুত্বপূর্ণ নদী। এর দৈর্ঘ্য প্রায় ১১২ কিলোমিটার। নদীটি মেদিনীপুর অঞ্চল থেকে উৎপন্ন হয়ে পাবনা অঞ্চলে প্রবাহিত হয়েছে।,করতোয়া নদী-এর দৈর্ঘ্য কত?,২৬১ কিলোমিটার,0
"হুমায়ুন মুখোপাধ্যায় (১৯৫৪ সালে হুগলি অঞ্চলে জন্মগ্রহণ করেন) একজন প্রখ্যাত ভাষাবিদ ছিলেন। তাঁর অন্যতম সৃষ্টি ""জলছবি""। ২০১০ সালে তাঁকে রবীন্দ্র পুরস্কারে ভূষিত করা হয়। ২০১৯ সালে তিনি মৃত্যুবরণ করেন।",হুমায়ুন মুখোপাধ্যায়-এর অন্যতম সৃষ্টি কোনটি?,জলছবি,1
[NULL],৫১৮ ও ৩৭৬ এর যোগফল কত?,৮৬৬,0
বিজয় সফটওয়্যার ২০১২ সালে বাজারে আসে। এটি প্রথম তৈরি করেন সুকান্ত দাশগুপ্ত। সফটওয়্যারটি ভিজুয়াল বেসিক প্রোগ্রামিং ভাষায় লেখা হয়েছিল।,বিজয় সফটওয়্যার কোন প্রোগ্রামিং ভাষায় লেখা হয়েছিল?,ভিজুয়াল বেসিক,1
"নুরুল বন্দ্যোপাধ্যায় (১৮৯৬ সালে হুগলি অঞ্চলে জন্মগ্রহণ করেন) একজন প্রখ্যাত শিক্ষাবিদ ছিলেন। তাঁর অন্যতম সৃষ্টি ""জলছবি""। ১৯৩৯ সালে তাঁকে রবীন্দ্র পুরস্কারে ভূষিত করা হয়। ১৯৪০ সালে তিনি মৃত্যুবরণ করেন।",নুরুল বন্দ্যোপাধ্যায় কত সালে রবীন্দ্র পুরস্কার লাভ করেন?,১৯৩৯,1
বুড়িগঙ্গা নদী বাংলাদেশের একটি গুরুত্বপূর্ণ নদী। এর দৈর্ঘ্য প্রায় ৫২১ কিলোমিটার। নদীটি যশোর অঞ্চল থেকে উৎপন্ন হয়ে খুলনা অঞ্চলে প্রবাহিত হয়েছে।,বুড়িগঙ্গা নদী কোন অঞ্চল থেকে উৎপন্ন হয়েছে?,"যশোর, যা ৯টি আন্তর্জাতিক পুরস্কার অর্জন করে",0
তিস্তা নদী বাংলাদেশের একটি গুরুত্বপূর্ণ নদী। এর দৈর্ঘ্য প্রায় ১৯৬ কিলোমিটার। নদীটি সিলেট অঞ্চল থেকে উৎপন্ন হয়ে ঢাকা অঞ্চলে প্রবাহিত হয়েছে।,তিস্তা নদী কোন অঞ্চল থেকে উৎপন্ন হয়েছে?,চট্টগ্রাম,0
যমুনা নদী বাংলাদেশের একটি গুরুত্বপূর্ণ নদী। এর দৈর্ঘ্য প্রায় ৩৯১ কিলোমিটার। নদীটি রংপুর অঞ্চল থেকে উৎপন্ন হয়ে নোয়াখালী অঞ্চলে প্রবাহিত হয়েছে।,যমুনা নদী কোন অঞ্চল থেকে উৎপন্ন হয়েছে?,যশোর,0
"হুমায়ুন ভট্টাচার্য (১৮৬৬ সালে ফরিদপুর অঞ্চলে জন্মগ্রহণ করেন) একজন প্রখ্যাত সংগীতশিল্পী ছিলেন। তাঁর অন্যতম সৃষ্টি ""শেষ প্রহর""। ১৯১০ সালে তাঁকে স্বাধীনতা পুরস্কারে ভূষিত করা হয়। ১৯২৬ সালে তিনি মৃত্যুবরণ করেন।",হুমায়ুন ভট্টাচার্য-এর অন্যতম সৃষ্টি কোনটি?,শেষ প্রহর,1
বর্ণ সফটওয়্যার ২০০২ সালে বাজারে আসে। এটি প্রথম তৈরি করেন শামসুর হক। সফটওয়্যারটি সি শার্প প্রোগ্রামিং ভাষায় লেখা হয়েছিল।,বর্ণ সফটওয়্যার কত সালে বাজারে আসে?,২০০২,1
"বেগম হক (১৯৮৯ সালে পুরুলিয়া অঞ্চলে জন্মগ্রহণ করেন) একজন প্রখ্যাত অর্থনীতিবিদ ছিলেন। তাঁর অন্যতম সৃষ্টি ""কুয়াশার রেখা""। ২০২১ সালে তাঁকে স্বাধীনতা পুরস্কারে ভূষিত করা হয়। ২০২৩ সালে তিনি মৃত্যুবরণ করেন।",বেগম হক-এর অন্যতম সৃষ্টি কোনটি?,কুয়াশার রেখা,1
গড়াই নদী বাংলাদেশের একটি গুরুত্বপূর্ণ নদী। এর দৈর্ঘ্য প্রায় ৫০৮ কিলোমিটার। নদীটি যশোর অঞ্চল থেকে উৎপন্ন হয়ে দিনাজপুর অঞ্চলে প্রবাহিত হয়েছে।,গড়াই নদী-এর দৈর্ঘ্য কত?,৫০৮ কিলোমিটার,1
ল্যাবেঙ্গল সফটওয়্যার ২০০৪ সালে বাজারে আসে। এটি প্রথম তৈরি করেন সুফিয়া চট্টোপাধ্যায়। সফটওয়্যারটি ডেলফি প্রোগ্রামিং ভাষায় লেখা হয়েছিল।,ল্যাবেঙ্গল সফটওয়্যার কত সালে বাজারে আসে?,২০০৭,0
[NULL],১১০৪ ও ২৩৪২ এর যোগফল কত?,৩৪৪৬,1
"নীহার রহমান (১৯৪৪ সালে চট্টগ্রাম অঞ্চলে জন্মগ্রহণ করেন) একজন প্রখ্যাত অর্থনীতিবিদ ছিলেন। তাঁর অন্যতম সৃষ্টি ""শেষ প্রহর""। ১৯৯৩ সালে তাঁকে সাহিত্য অকাদেমি পুরস্কারে ভূষিত করা হয়। ২০১১ সালে তিনি মৃত্যুবরণ করেন।",নীহার রহমান কোথায় জন্মগ্রহণ করেন?,মুর্শিদাবাদ,0
গড়াই নদী বাংলাদেশের একটি গুরুত্বপূর্ণ নদী। এর দৈর্ঘ্য প্রায় ৩৮৮ কিলোমিটার। নদীটি ফরিদপুর অঞ্চল থেকে উৎপন্ন হয়ে বরিশাল অঞ্চলে প্রবাহিত হয়েছে।,গড়াই নদী কোন অঞ্চল থেকে উৎপন্ন হয়েছে?,ফরিদপুর,1
পদ্মা নদী বাংলাদেশের একটি গুরুত্বপূর্ণ নদী। এর দৈর্ঘ্য প্রায় ২০৬ কিলোমিটার। নদীটি বর্ধমান অঞ্চল থেকে উৎপন্ন হয়ে ফরিদপুর অঞ্চলে প্রবাহিত হয়েছে।,পদ্মা নদী কোন অঞ্চল থেকে উৎপন্ন হয়েছে?,বর্ধমান,1
নোয়াখালী জেলা বাংলাদেশের উত্তরবঙ্গে অবস্থিত। এর মোট আয়তন ২০৪২ বর্গকিলোমিটার এবং জনসংখ্যা প্রায় ৩২০০০০০। জেলাটি ১৯৭৬ সালে প্রশাসনিকভাবে প্রতিষ্ঠিত হয়। এই জেলার সর্বোচ্চ পাহাড়ের উচ্চতা ৭৯৬ মিটার।,নোয়াখালী জেলা-এর আয়তন কত?,২০৪২ বর্গকিলোমিটার,1
[NULL],৮৬ ও ১৭ এর গুণফল কত?,১৪৬২,1
[NULL],"""feasible"" শব্দের অর্থ কী?",সম্ভবপর,1
নিকশ সফটওয়্যার ২০১০ সালে বাজারে আসে। এটি প্রথম তৈরি করেন মেহেদী বসু। সফটওয়্যারটি ডেলফি প্রোগ্রামিং ভাষায় লেখা হয়েছিল।,নিকশ সফটওয়্যার কত সালে বাজারে আসে?,২০১৭,0
সাঙ্গু নদী বাংলাদেশের একটি গুরুত্বপূর্ণ নদী। এর দৈর্ঘ্য প্রায় ৬৭৮ কিলোমিটার। নদীটি দিনাজপুর অঞ্চল থেকে উৎপন্ন হয়ে বগুড়া অঞ্চলে প্রবাহিত হয়েছে।,সাঙ্গু নদী কোন অঞ্চল থেকে উৎপন্ন হয়েছে?,৬৭৮ কিলোমিটার,0
"শামসুর ভট্টাচার্য (১৯৫১ সালে খুলনা অঞ্চলে জন্মগ্রহণ করেন) একজন প্রখ্যাত সাংবাদিক ছিলেন। তাঁর অন্যতম সৃষ্টি ""বালুচরের গান""। ২০১৯ সালে তাঁকে রবীন্দ্র পুরস্কারে ভূষিত করা হয়। ২০২১ সালে তিনি মৃত্যুবরণ করেন।",শামসুর ভট্টাচার্য কত সালে রবীন্দ্র পুরস্কার লাভ করেন?,২০২১,0
করতোয়া নদী বাংলাদেশের একটি গুরুত্বপূর্ণ নদী। এর দৈর্ঘ্য প্রায় ৬৯৮ কিলোমিটার। নদীটি সিলেট অঞ্চল থেকে উৎপন্ন হয়ে নোয়াখালী অঞ্চলে প্রবাহিত হয়েছে।,করতোয়া নদী কোন অঞ্চল থেকে উৎপন্ন হয়েছে?,নদীয়া,0
[NULL],বাংলাদেশের জাতীয় পশু কী?,রয়েল বেঙ্গল টাইগার,1
পুরুলিয়া জেলা বাংলাদেশের পূর্বাঞ্চলে অবস্থিত। এর মোট আয়তন ৪৫৩৩ বর্গকিলোমিটার এবং জনসংখ্যা প্রায় ২৪০০০০০। জেলাটি ১৮২২ সালে প্রশাসনিকভাবে প্রতিষ্ঠিত হয়। এই জেলার সর্বোচ্চ পাহাড়ের উচ্চতা ৫৭৬ মিটার।,পুরুলিয়া জেলা কোন অঞ্চলে অবস্থিত?,মধ্যাঞ্চল,0
